Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,No,Travel_Frequently,1122,Support,2,2,Other,1,4695,2,Female,182,3,5,Research Director,4,Divorced,17852,196372,5,Y,No,38,1,1,80,2,29,6,3,21,11,20,14
41,No,Travel_Frequently,1424,Support,37,3,Marketing,1,4696,2,Male,42,1,3,Sales Representative,1,Divorced,17253,258795,2,Y,No,2,4,4,80,4,29,3,4,25,19,13,12
41,Yes,Travel_Frequently,288,Sales,49,2,Technical Degree,1,4697,3,Male,43,2,3,Laboratory Technician,3,Single,9989,149835,1,Y,No,45,4,3,80,2,16,5,2,1,1,1,1
54,Yes,Non-Travel,751,Sales,48,1,Human Resources,1,4698,2,Male,119,3,2,Healthcare Representative,2,Divorced,8285,132560,8,Y,No,12,2,2,80,3,32,5,1,22,11,20,3
21,No,Travel_Frequently,311,Human Resources,15,3,Marketing,1,4699,3,Female,40,1,3,Manufacturing Director,3,Single,30720,768000,2,Y,No,33,2,4,80,4,37,6,3,11,1,7,7
22,No,Travel_Rarely,477,Sales,1,4,Medical,1,4700,3,Female,147,1,5,Laboratory Technician,4,Divorced,37594,112782,5,Y,No,9,4,1,80,2,29,3,1,28,19,5,10
52,Yes,Travel_Rarely,201,Support,12,5,Medical,1,4701,4,Female,190,2,4,Manager,3,Married,2703,37842,4,Y,Yes,20,2,1,80,3,30,1,3,27,9,9,10
33,Yes,Non-Travel,1106,Sales,49,3,Human Resources,1,4702,2,Female,47,4,4,Sales Executive,4,Single,46277,370216,4,Y,No,45,3,1,80,2,4,6,2,4,3,1,2
21,No,Travel_Frequently,1344,Support,22,5,Marketing,1,4703,2,Female,158,4,4,Developer,3,Married,45329,906580,2,Y,Yes,17,2,4,80,1,40,3,4,9,2,7,8
55,No,Travel_Rarely,860,Software,42,5,Human Resources,1,4704,2,Male,95,4,3,Manufacturing Director,4,Single,30035,90105,8,Y,Yes,7,1,1,80,3,10,5,2,7,3,5,4
48,Yes,Travel_Frequently,472,Human Resources,40,4,Human Resources,1,4705,2,Female,43,2,2,Research Scientist,1,Married,25281,429777,4,Y,No,31,1,3,80,4,4,1,2,2,2,2,2
41,Yes,Travel_Frequently,850,Support,38,1,Marketing,1,4706,4,Male,51,2,5,Healthcare Representative,1,Single,2529,30348,2,Y,No,1,3,4,80,3,28,5,3,22,12,6,8
20,No,Travel_Frequently,691,Support,11,4,Other,1,4707,3,Female,68,3,1,Developer,3,Divorced,19793,356274,1,Y,No,34,4,1,80,1,11,4,1,7,6,4,4
37,No,Travel_Rarely,1199,Software,11,1,Life Sciences,1,4708,2,Male,103,1,4,Research Director,2,Married,12836,102688,6,Y,Yes,13,4,3,80,1,28,6,3,17,10,16,10
40,No,Travel_Frequently,1476,Support,22,1,Marketing,1,4709,3,Female,43,4,2,Manager,4,Married,3539,102631,7,Y,Yes,6,1,3,80,3,14,4,4,2,2,2,2
36,No,Non-Travel,666,Hardware,26,1,Life Sciences,1,4710,3,Female,100,3,4,Sales Executive,3,Married,46691,326837,0,Y,Yes,10,1,4,80,1,25,5,1,4,3,1,4
41,Yes,Non-Travel,346,Sales,39,5,Marketing,1,4711,4,Female,162,1,2,Sales Executive,4,Divorced,32590,32590,8,Y,Yes,29,3,2,80,1,34,2,2,13,9,12,5
33,No,Travel_Frequently,1490,Software,50,5,Marketing,1,4712,3,Male,66,4,4,Research Director,4,Single,3716,55740,6,Y,No,48,1,3,80,4,40,2,3,10,7,6,8
25,No,Non-Travel,1436,Support,8,1,Marketing,1,4713,3,Female,157,3,1,Research Director,2,Single,11387,307449,4,Y,Yes,19,1,1,80,1,23,1,2,7,6,3,6
39,No,Travel_Frequently,491,Human Resources,38,3,Marketing,1,4714,2,Male,111,1,4,Sales Executive,2,Married,5298,95364,1,Y,Yes,9,4,1,80,2,12,1,2,7,3,4,3
55,Yes,Non-Travel,1328,Human Resources,4,1,Human Resources,1,4715,3,Female,155,4,5,Research Director,4,Single,41149,987576,5,Y,No,40,4,3,80,4,14,6,3,11,8,7,7
46,No,Travel_Rarely,1061,Support,39,5,Other,1,4716,4,Male,69,2,1,Human Resources,3,Single,50331,1308606,7,Y,No,12,2,2,80,3,29,1,2,8,2,3,8
19,Yes,Travel_Frequently,1311,Support,22,1,Life Sciences,1,4717,3,Female,173,2,1,Research Director,3,Single,10674,106740,6,Y,No,17,3,4,80,3,9,1,4,6,1,2,5
46,Yes,Travel_Rarely,1165,Hardware,37,1,Other,1,4718,2,Female,142,2,4,Manager,3,Divorced,48489,1066758,3,Y,Yes,15,4,3,80,3,32,5,1,14,11,10,3
39,Yes,Non-Travel,323,Hardware,9,4,Technical Degree,1,4719,3,Male,166,4,2,Human Resources,1,Married,2951,50167,5,Y,No,12,4,3,80,4,30,5,1,27,11,10,13
54,Yes,Travel_Frequently,1094,Human Resources,49,5,Life Sciences,1,4720,1,Female,82,1,5,Manufacturing Director,1,Single,23232,69696,1,Y,No,5,2,3,80,1,15,4,2,15,9,15,14
58,No,Non-Travel,213,Support,50,2,Medical,1,4721,3,Male,190,4,4,Sales Representative,4,Single,3535,91910,4,Y,No,11,1,4,80,3,28,5,4,25,12,18,23
20,No,Non-Travel,810,Hardware,14,2,Medical,1,4722,2,Male,111,1,4,Laboratory Technician,3,Single,39223,274561,6,Y,Yes,18,4,2,80,4,13,5,4,11,4,6,11
53,Yes,Non-Travel,705,Human Resources,6,4,Human Resources,1,4723,4,Male,125,4,2,Developer,3,Single,9118,27354,0,Y,No,13,1,2,80,2,25,1,4,13,9,10,2
55,Yes,Non-Travel,481,Sales,20,4,Life Sciences,1,4724,3,Female,47,1,1,Research Scientist,4,Divorced,21344,106720,6,Y,Yes,29,4,4,80,4,5,2,2,5,3,1,1
41,Yes,Travel_Rarely,997,Human Resources,26,1,Marketing,1,4725,2,Female,141,1,1,Research Scientist,1,Single,47230,1039060,2,Y,Yes,27,2,3,80,4,7,4,4,1,1,1,1
33,Yes,Travel_Rarely,1384,Sales,42,3,Life Sciences,1,4726,2,Female,69,2,3,Sales Executive,3,Single,45004,810072,3,Y,No,21,4,2,80,4,40,2,4,11,11,7,10
58,No,Travel_Rarely,1475,Sales,45,5,Life Sciences,1,4727,1,Female,80,3,5,Developer,2,Single,30509,274581,6,Y,No,20,2,3,80,4,25,2,4,9,1,5,8
42,No,Non-Travel,451,Sales,40,2,Technical Degree,1,4728,4,Female,174,3,3,Laboratory Technician,4,Married,39926,359334,2,Y,Yes,37,4,1,80,1,22,2,4,18,1,8,5
55,Yes,Travel_Frequently,775,Sales,42,1,Life Sciences,1,4729,2,Male,34,2,3,Sales Executive,3,Divorced,31488,220416,7,Y,No,20,1,4,80,3,25,6,3,8,1,7,1
29,No,Travel_Frequently,160,Human Resources,37,2,Other,1,4730,3,Female,176,1,2,Human Resources,3,Married,12093,145116,1,Y,No,9,3,4,80,4,30,5,1,20,4,19,11
18,No,Non-Travel,569,Support,29,1,Human Resources,1,4731,2,Female,38,4,5,Healthcare Representative,3,Married,26313,657825,0,Y,No,14,1,1,80,2,37,6,3,16,16,12,9
27,Yes,Travel_Frequently,1125,Sales,40,5,Life Sciences,1,4732,4,Female,79,1,1,Human Resources,4,Married,1046,4184,0,Y,Yes,3,2,4,80,3,33,2,4,29,21,20,28
60,No,Travel_Rarely,1409,Research & Development,14,2,Medical,1,4733,3,Female,66,2,3,Healthcare Representative,4,Divorced,18356,183560,4,Y,Yes,3,2,1,80,2,6,4,4,1,1,1,1
28,No,Travel_Rarely,1177,Support,42,5,Other,1,4734,2,Female,42,1,3,Sales Executive,3,Married,2229,26748,6,Y,No,22,1,3,80,4,25,4,1,2,1,1,2
36,No,Travel_Rarely,1313,Software,47,4,Medical,1,4735,1,Male,182,4,4,Sales Executive,3,Married,15142,333124,3,Y,No,40,3,4,80,1,18,5,3,14,4,5,9
38,No,Non-Travel,1237,Sales,10,2,Medical,1,4736,4,Female,198,2,1,Sales Executive,3,Married,46547,139641,8,Y,Yes,5,1,4,80,2,2,4,3,1,1,1,1
28,No,Non-Travel,725,Sales,14,3,Human Resources,1,4737,2,Male,97,4,1,Research Scientist,2,Divorced,44537,668055,4,Y,No,37,3,4,80,1,20,6,3,13,12,8,1
36,Yes,Travel_Rarely,421,Human Resources,11,3,Marketing,1,4738,4,Female,146,1,1,Developer,2,Married,41850,544050,0,Y,Yes,37,4,2,80,4,8,3,3,3,3,3,1
50,Yes,Travel_Frequently,1022,Sales,5,5,Life Sciences,1,4739,4,Male,111,2,3,Research Director,3,Divorced,8627,138032,4,Y,Yes,29,3,4,80,3,32,5,2,1,1,1,1
36,No,Travel_Frequently,1002,Software,9,2,Life Sciences,1,4740,2,Male,155,2,2,Research Scientist,4,Single,43515,87030,3,Y,Yes,15,3,4,80,1,34,3,1,31,10,14,20
34,Yes,Travel_Frequently,904,Human Resources,10,1,Life Sciences,1,4741,3,Female,196,3,2,Human Resources,3,Married,36236,942136,4,Y,No,32,3,4,80,4,32,1,4,8,2,4,2
60,Yes,Travel_Frequently,772,Sales,12,5,Marketing,1,4742,2,Female,68,2,1,Laboratory Technician,4,Divorced,33811,811464,0,Y,No,24,3,4,80,1,18,5,3,9,5,1,6
38,No,Travel_Frequently,957,Human Resources,27,3,Marketing,1,4743,2,Female,173,2,2,Human Resources,4,Married,7509,82599,4,Y,No,28,4,3,80,2,31,5,4,2,2,1,1
58,Yes,Travel_Frequently,1125,Support,11,3,Medical,1,4744,1,Female,86,1,1,Research Scientist,2,Married,2250,27000,5,Y,No,3,3,2,80,1,10,4,4,9,8,3,2
27,Yes,Travel_Frequently,401,Support,24,1,Medical,1,4745,3,Male,193,4,3,Sales Executive,4,Single,36505,584080,1,Y,No,12,2,3,80,4,30,5,2,14,8,6,6
39,Yes,Travel_Frequently,692,Research & Development,45,4,Other,1,4746,4,Female,170,1,1,Developer,2,Divorced,31597,695134,6,Y,Yes,2,1,1,80,1,23,4,2,13,12,5,6
27,Yes,Travel_Rarely,1226,Research & Development,15,4,Life Sciences,1,4747,4,Male,109,2,2,Laboratory Technician,1,Single,10235,153525,8,Y,Yes,49,2,2,80,3,2,1,1,2,1,2,1
32,No,Travel_Frequently,771,Sales,39,4,Life Sciences,1,4748,3,Female,126,4,1,Research Director,1,Single,6733,188524,1,Y,No,10,2,1,80,3,31,4,4,4,2,1,2
33,Yes,Travel_Rarely,227,Software,1,4,Life Sciences,1,4749,1,Female,142,4,1,Laboratory Technician,2,Divorced,45084,270504,2,Y,Yes,44,1,4,80,4,33,1,4,7,6,1,4
49,No,Travel_Rarely,1467,Research & Development,17,2,Medical,1,4750,4,Female,80,2,4,Healthcare Representative,1,Divorced,26053,130265,6,Y,Yes,18,2,4,80,1,12,1,4,11,11,7,7
24,No,Travel_Frequently,237,Sales,28,3,Human Resources,1,4751,1,Male,122,1,5,Developer,3,Single,34050,68100,8,Y,Yes,25,4,4,80,1,3,4,1,2,1,2,1
23,No,Travel_Frequently,1482,Software,33,4,Human Resources,1,4752,2,Female,103,3,2,Human Resources,4,Divorced,7597,151940,5,Y,Yes,24,3,2,80,2,33,1,3,4,1,4,1
32,No,Travel_Frequently,776,Software,36,5,Human Resources,1,4753,4,Female,135,1,1,Laboratory Technician,4,Divorced,20747,41494,3,Y,Yes,27,1,1,80,2,32,4,4,15,10,4,13
44,No,Travel_Rarely,795,Human Resources,33,1,Life Sciences,1,4754,4,Female,116,1,2,Sales Representative,1,Married,44591,1248548,4,Y,No,29,1,3,80,4,16,2,2,16,11,10,15
49,No,Non-Travel,103,Research & Development,13,4,Other,1,4755,1,Male,124,3,4,Human Resources,1,Single,48593,194372,6,Y,Yes,35,1,1,80,4,10,1,1,2,2,2,1
31,Yes,Travel_Rarely,238,Sales,17,2,Human Resources,1,4756,2,Male,136,2,5,Manufacturing Director,4,Married,27591,55182,1,Y,Yes,27,3,4,80,4,10,2,4,9,2,6,2
50,No,Travel_Rarely,404,Hardware,19,3,Other,1,4757,1,Female,160,1,2,Sales Executive,3,Single,46144,1107456,0,Y,No,42,3,4,80,2,24,1,2,21,14,20,1
41,No,Travel_Frequently,731,Human Resources,46,3,Medical,1,4758,2,Male,198,3,4,Sales Representative,4,Single,12916,361648,0,Y,Yes,4,4,2,80,2,15,2,4,12,4,9,8
41,Yes,Travel_Rarely,1193,Support,8,3,Life Sciences,1,4759,3,Female,37,4,2,Research Director,4,Single,21988,505724,5,Y,No,35,4,4,80,3,15,3,3,10,7,1,7
40,No,Travel_Rarely,1076,Sales,31,1,Marketing,1,4760,1,Female,79,3,1,Manager,3,Married,29555,325105,7,Y,No,45,3,4,80,2,11,5,3,6,4,1,4
19,Yes,Travel_Frequently,1358,Sales,41,5,Human Resources,1,4761,3,Female,170,1,4,Sales Representative,4,Single,5148,10296,4,Y,Yes,20,1,1,80,1,15,6,1,14,14,2,3
48,No,Travel_Frequently,573,Support,24,5,Technical Degree,1,4762,4,Male,162,1,5,Manufacturing Director,4,Single,29243,614103,3,Y,No,37,2,2,80,1,19,4,2,15,2,15,11
39,Yes,Travel_Frequently,1236,Software,50,4,Human Resources,1,4763,3,Female,144,4,2,Laboratory Technician,2,Single,29439,529902,7,Y,Yes,4,3,3,80,1,11,3,2,4,2,1,3
54,No,Travel_Frequently,454,Sales,31,2,Marketing,1,4764,1,Male,195,2,2,Laboratory Technician,4,Divorced,46884,703260,6,Y,No,20,4,2,80,1,21,3,2,2,2,1,2
18,No,Travel_Frequently,648,Sales,10,3,Technical Degree,1,4765,1,Male,35,1,3,Laboratory Technician,2,Divorced,22694,68082,8,Y,Yes,20,4,2,80,3,28,6,3,25,2,23,2
59,No,Travel_Frequently,1306,Sales,29,4,Human Resources,1,4766,3,Male,124,1,3,Developer,1,Divorced,1015,6090,1,Y,Yes,19,3,1,80,2,35,2,4,22,1,7,3
28,Yes,Non-Travel,373,Hardware,5,5,Marketing,1,4767,4,Female,118,3,4,Human Resources,3,Single,24324,510804,8,Y,Yes,2,4,1,80,4,30,5,3,26,11,13,10
38,Yes,Travel_Frequently,970,Sales,45,1,Technical Degree,1,4768,3,Female,179,2,5,Human Resources,3,Married,26498,423968,7,Y,No,42,1,4,80,1,18,5,2,4,3,3,3
24,No,Travel_Rarely,886,Human Resources,33,4,Marketing,1,4769,2,Male,33,3,2,Manager,3,Married,17126,239764,4,Y,Yes,13,1,1,80,2,7,1,2,7,3,2,6
52,No,Travel_Rarely,591,Sales,1,1,Other,1,4770,1,Male,199,4,3,Sales Representative,1,Married,44123,1235444,5,Y,Yes,23,3,2,80,3,9,4,4,1,1,1,1
55,No,Travel_Frequently,963,Human Resources,50,2,Medical,1,4771,3,Male,136,4,3,Developer,4,Divorced,21790,196110,5,Y,No,45,1,3,80,4,29,6,4,16,11,2,12
60,No,Travel_Rarely,219,Sales,45,3,Other,1,4772,2,Male,88,1,1,Research Director,4,Single,34314,549024,2,Y,No,36,3,1,80,1,36,2,4,26,10,22,21
48,Yes,Non-Travel,455,Support,11,4,Marketing,1,4773,3,Female,30,1,5,Laboratory Technician,2,Single,15040,105280,8,Y,Yes,43,1,4,80,4,10,5,3,3,2,3,3
39,Yes,Travel_Rarely,706,Sales,17,5,Medical,1,4774,2,Female,90,1,1,Manager,1,Divorced,44624,267744,6,Y,No,7,1,1,80,2,16,5,3,15,14,8,2
53,No,Travel_Frequently,734,Hardware,22,4,Marketing,1,4775,3,Female,164,1,4,Manager,2,Married,44843,269058,7,Y,Yes,33,1,2,80,1,29,3,2,28,14,20,28
43,No,Travel_Rarely,1022,Hardware,31,4,Marketing,1,4776,2,Female,131,1,2,Sales Executive,2,Divorced,23208,139248,0,Y,No,23,1,4,80,3,1,4,1,1,1,1,1
34,Yes,Travel_Rarely,839,Support,39,3,Medical,1,4777,1,Male,60,2,5,Healthcare Representative,1,Divorced,28628,343536,3,Y,Yes,33,2,4,80,3,9,4,3,4,3,1,3
48,Yes,Non-Travel,1438,Sales,1,2,Medical,1,4778,1,Male,91,4,4,Manager,3,Married,32958,593244,2,Y,Yes,26,4,2,80,2,14,6,3,8,2,6,7
20,No,Travel_Rarely,286,Research & Development,33,1,Marketing,1,4779,3,Male,135,4,5,Developer,1,Single,32947,230629,4,Y,No,0,1,1,80,2,19,3,4,1,1,1,1
54,Yes,Travel_Rarely,979,Human Resources,25,3,Technical Degree,1,4780,4,Male,149,1,4,Manager,4,Married,13490,107920,1,Y,No,36,4,3,80,4,11,6,1,6,5,4,4
21,Yes,Non-Travel,304,Human Resources,28,3,Medical,1,4781,2,Male,106,3,1,Manufacturing Director,4,Divorced,45521,500731,2,Y,No,20,4,1,80,3,23,6,1,16,10,9,6
22,No,Non-Travel,317,Research & Development,6,2,Technical Degree,1,4782,3,Male,82,2,4,Developer,3,Single,20670,537420,5,Y,No,2,2,1,80,3,22,3,4,1,1,1,1
37,No,Non-Travel,1146,Software,43,1,Marketing,1,4783,1,Male,170,1,1,Healthcare Representative,1,Married,13111,380219,3,Y,Yes,22,1,3,80,2,36,1,1,34,8,2,29
35,Yes,Non-Travel,591,Research & Development,31,4,Technical Degree,1,4784,4,Male,170,3,5,Research Director,2,Divorced,35869,896725,3,Y,Yes,0,4,3,80,4,39,4,3,14,14,4,8
55,No,Non-Travel,525,Human Resources,36,1,Other,1,4785,2,Male,77,4,5,Research Scientist,3,Single,31135,840645,4,Y,No,40,3,2,80,1,19,6,3,5,1,5,1
35,Yes,Non-Travel,220,Hardware,46,2,Life Sciences,1,4786,1,Female,99,3,2,Manufacturing Director,4,Divorced,49628,1339956,7,Y,No,13,3,3,80,1,10,5,1,8,2,1,6
39,Yes,Travel_Rarely,1365,Research & Development,45,4,Medical,1,4787,1,Female,158,1,2,Sales Executive,4,Divorced,33490,703290,0,Y,Yes,36,3,2,80,1,7,2,1,6,4,1,4
24,No,Non-Travel,525,Human Resources,9,1,Marketing,1,4788,2,Female,149,1,1,Manager,2,Married,36926,36926,6,Y,Yes,25,3,1,80,3,26,6,4,2,2,1,1
38,No,Travel_Frequently,962,Hardware,7,3,Marketing,1,4789,2,Male,188,2,2,Research Scientist,3,Divorced,43509,261054,1,Y,No,31,3,2,80,3,25,2,2,7,3,5,2
46,No,Travel_Frequently,497,Support,10,5,Human Resources,1,4790,1,Male,101,1,4,Manager,1,Single,3740,18700,3,Y,Yes,43,4,4,80,2,14,4,2,7,6,2,7
28,No,Travel_Frequently,1282,Sales,15,4,Marketing,1,4791,4,Female,66,1,5,Sales Representative,2,Divorced,9474,198954,1,Y,No,27,1,3,80,3,14,1,2,11,3,3,4
46,No,Travel_Frequently,629,Software,3,2,Other,1,4792,4,Male,93,4,5,Manufacturing Director,1,Single,47076,1412280,7,Y,No,12,1,3,80,2,5,1,1,5,5,4,5
44,Yes,Travel_Rarely,590,Research & Development,30,2,Technical Degree,1,4793,3,Female,169,2,1,Human Resources,2,Divorced,10656,85248,3,Y,No,1,2,4,80,2,10,5,1,8,6,6,8
43,Yes,Travel_Rarely,1071,Human Resources,14,4,Other,1,4794,3,Female,113,4,3,Sales Executive,1,Married,33172,33172,5,Y,No,44,3,3,80,3,17,6,3,13,5,13,13
34,No,Travel_Frequently,1218,Human Resources,26,1,Medical,1,4795,3,Male,117,2,3,Human Resources,2,Single,32283,645660,8,Y,No,21,4,3,80,4,31,4,3,24,24,18,17
47,Yes,Travel_Frequently,698,Human Resources,40,4,Technical Degree,1,4796,4,Female,62,1,5,Human Resources,3,Single,11044,320276,1,Y,No,22,2,2,80,4,21,6,2,19,10,18,15
58,Yes,Travel_Rarely,1378,Sales,9,3,Other,1,4797,1,Male,72,3,5,Research Scientist,4,Married,20403,326448,6,Y,No,49,3,3,80,4,18,6,1,16,10,13,14
39,No,Non-Travel,1274,Software,39,3,Medical,1,4798,4,Male,76,3,5,Laboratory Technician,3,Married,41073,944679,3,Y,No,8,4,3,80,3,33,6,2,18,7,18,16
54,Yes,Non-Travel,931,Software,19,1,Marketing,1,4799,4,Female,152,4,2,Research Director,3,Single,40061,600915,2,Y,Yes,45,3,3,80,4,8,4,3,7,6,6,4
20,No,Travel_Rarely,188,Hardware,41,3,Medical,1,4800,3,Female,32,3,2,Healthcare Representative,2,Married,30827,739848,5,Y,No,3,3,4,80,2,26,6,1,3,2,2,2
60,No,Non-Travel,913,Research & Development,35,2,Marketing,1,4801,1,Male,82,2,1,Sales Executive,1,Married,22734,477414,0,Y,Yes,14,2,3,80,1,30,6,2,13,12,4,8
23,Yes,Non-Travel,442,Human Resources,14,3,Medical,1,4802,1,Female,78,3,2,Manager,2,Married,32785,491775,2,Y,Yes,5,3,2,80,3,10,1,2,7,2,7,7
27,Yes,Travel_Rarely,822,Sales,42,1,Human Resources,1,4803,2,Female,75,1,2,Healthcare Representative,2,Single,1468,13212,2,Y,Yes,49,3,3,80,2,35,4,4,32,20,2,15
52,No,Travel_Rarely,1084,Research & Development,35,4,Technical Degree,1,4804,3,Male,156,3,3,Sales Executive,1,Single,21170,296380,8,Y,Yes,38,4,3,80,2,23,4,4,10,5,8,1
43,Yes,Non-Travel,784,Support,38,5,Life Sciences,1,4805,4,Female,31,4,5,Developer,2,Single,44637,1115925,1,Y,Yes,18,2,4,80,1,33,2,1,21,12,10,10
59,Yes,Non-Travel,250,Research & Development,22,5,Medical,1,4806,1,Female,119,1,4,Manager,2,Divorced,27568,441088,7,Y,Yes,33,3,2,80,2,16,4,4,11,3,2,1
58,No,Non-Travel,686,Software,47,3,Technical Degree,1,4807,4,Female,151,1,3,Sales Representative,1,Divorced,11779,176685,8,Y,No,36,3,1,80,4,2,2,4,1,1,1,1
40,Yes,Non-Travel,1315,Software,3,1,Marketing,1,4808,3,Female,198,1,2,Healthcare Representative,2,Divorced,27527,192689,8,Y,Yes,46,4,4,80,2,21,4,3,15,6,4,9
30,Yes,Travel_Frequently,1306,Sales,38,1,Life Sciences,1,4809,1,Female,162,4,5,Sales Representative,1,Single,17443,383746,4,Y,No,36,3,1,80,4,25,1,3,6,1,4,5
45,Yes,Travel_Rarely,408,Support,13,5,Life Sciences,1,4810,3,Male,82,3,3,Research Director,4,Married,32816,787584,8,Y,No,29,4,4,80,1,5,3,1,1,1,1,1
28,No,Travel_Rarely,216,Hardware,5,3,Marketing,1,4811,1,Male,165,3,1,Human Resources,3,Married,1471,20594,6,Y,Yes,13,4,3,80,2,20,1,1,3,1,3,2
59,No,Travel_Frequently,1116,Sales,12,2,Medical,1,4812,4,Male,49,4,2,Research Director,4,Married,6538,124222,0,Y,Yes,2,1,3,80,2,39,1,2,27,6,14,11
28,Yes,Travel_Rarely,799,Human Resources,14,5,Technical Degree,1,4813,1,Female,38,1,1,Research Scientist,1,Divorced,16674,266784,4,Y,Yes,24,2,4,80,1,24,2,1,13,11,4,11
51,No,Travel_Frequently,298,Support,32,2,Medical,1,4814,2,Female,100,2,5,Research Director,4,Single,30778,800228,7,Y,No,41,1,4,80,1,19,6,2,4,1,4,2
48,No,Travel_Rarely,1254,Research & Development,25,4,Human Resources,1,4815,1,Male,153,2,2,Human Resources,1,Married,7321,43926,0,Y,Yes,46,1,4,80,3,22,3,1,7,6,5,3
55,No,Non-Travel,1352,Human Resources,35,4,Life Sciences,1,4816,4,Female,107,1,1,Developer,2,Divorced,18989,550681,5,Y,No,18,3,1,80,1,1,5,1,1,1,1,1
26,No,Non-Travel,818,Research & Development,35,3,Life Sciences,1,4817,1,Male,75,4,1,Developer,4,Single,14386,258948,1,Y,Yes,5,1,2,80,3,14,1,3,4,3,1,4
56,Yes,Travel_Frequently,966,Research & Development,10,5,Marketing,1,4818,1,Male,98,4,3,Manufacturing Director,1,Divorced,27774,611028,7,Y,No,19,4,1,80,1,12,5,2,8,7,6,5
57,Yes,Non-Travel,597,Support,48,2,Other,1,4819,3,Female,156,2,4,Sales Representative,4,Divorced,5997,47976,5,Y,No,34,3,4,80,1,12,3,4,1,1,1,1
24,Yes,Travel_Frequently,775,Support,14,4,Human Resources,1,4820,1,Male,163,1,5,Developer,1,Single,35287,952749,6,Y,Yes,34,1,1,80,4,40,5,2,36,22,31,15
52,Yes,Non-Travel,526,Support,50,2,Medical,1,4821,3,Female,199,2,1,Research Director,3,Divorced,44010,836190,3,Y,No,25,4,4,80,2,11,5,3,9,2,4,6
47,Yes,Travel_Frequently,463,Research & Development,13,2,Human Resources,1,4822,1,Male,73,4,3,Manager,3,Single,15914,159140,0,Y,No,12,2,1,80,1,36,4,3,21,1,10,16
33,No,Travel_Rarely,1348,Hardware,40,1,Technical Degree,1,4823,2,Male,186,1,5,Laboratory Technician,1,Married,10157,30471,5,Y,Yes,39,2,1,80,2,35,3,4,4,4,3,2
26,No,Non-Travel,643,Hardware,48,3,Marketing,1,4824,1,Female,40,2,4,Manager,4,Married,3428,58276,3,Y,No,25,1,2,80,3,13,4,1,1,1,1,1
28,Yes,Travel_Rarely,1231,Software,48,3,Human Resources,1,4825,2,Female,89,1,5,Research Scientist,3,Divorced,27700,27700,7,Y,Yes,15,1,3,80,3,33,5,1,33,6,31,19
36,Yes,Travel_Rarely,735,Support,10,2,Medical,1,4826,2,Female,68,1,3,Developer,4,Married,47320,1419600,1,Y,No,29,3,1,80,3,5,3,3,1,1,1,1
42,No,Travel_Frequently,821,Sales,6,4,Human Resources,1,4827,4,Female,58,3,2,Research Scientist,3,Divorced,27034,378476,1,Y,Yes,33,3,1,80,2,10,1,3,6,3,4,4
38,Yes,Travel_Rarely,1287,Human Resources,36,3,Life Sciences,1,4828,4,Female,100,1,1,Sales Executive,4,Divorced,29464,412496,8,Y,No,18,3,1,80,1,23,4,4,19,15,18,1
55,Yes,Travel_Frequently,1453,Hardware,22,1,Human Resources,1,4829,1,Female,150,4,4,Healthcare Representative,3,Single,16171,177881,5,Y,Yes,22,4,1,80,2,21,2,4,11,10,5,2
53,No,Travel_Frequently,862,Human Resources,1,3,Technical Degree,1,4830,2,Male,190,3,3,Manager,1,Divorced,20841,145887,3,Y,Yes,14,2,4,80,3,19,6,3,19,18,18,11
43,Yes,Non-Travel,1192,Hardware,13,4,Other,1,4831,2,Male,131,2,3,Laboratory Technician,1,Single,29540,118160,2,Y,Yes,12,1,3,80,4,6,1,3,6,4,4,4
37,No,Travel_Frequently,424,Support,38,5,Human Resources,1,4832,2,Female,95,3,2,Research Director,1,Divorced,20471,102355,2,Y,No,25,1,1,80,3,35,1,3,34,6,24,8
35,Yes,Travel_Frequently,760,Hardware,3,1,Life Sciences,1,4833,1,Male,130,3,1,Manufacturing Director,2,Single,41051,574714,2,Y,No,44,1,3,80,4,33,4,1,5,3,5,2
56,No,Travel_Rarely,454,Software,3,3,Life Sciences,1,4834,1,Female,162,2,2,Developer,3,Divorced,31274,688028,1,Y,No,34,1,1,80,2,28,4,3,24,3,8,17
47,Yes,Travel_Frequently,904,Human Resources,31,2,Medical,1,4835,3,Female,30,2,4,Manufacturing Director,1,Single,39851,39851,8,Y,Yes,7,1,1,80,4,5,2,2,5,3,1,2
45,No,Travel_Frequently,226,Research & Development,47,5,Medical,1,4836,1,Female,95,3,3,Laboratory Technician,3,Single,40020,880440,8,Y,No,32,1,1,80,1,23,2,2,10,5,9,4
24,Yes,Travel_Frequently,1148,Research & Development,1,2,Technical Degree,1,4837,2,Male,173,3,4,Research Scientist,4,Married,29715,297150,6,Y,No,37,1,2,80,2,25,4,4,25,11,5,15
